AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
6,79,834.6,754.9,842.7,-0.5,3.7,120.55,124.575,270,1088.96,1047.45,1077.08,1060.51,2.54,55.25,138.79,1080.4,23.46,16.92,0,3704,NaN,358.1,101,22,0,-0.01,47.9479446,-97.1718903,3.1,0,26,2.5,1.11,0,40.38,266.5,28,27,-15.28,0,NaN,NaN,NaN,NaN
6,80,834.6,754.9,842.7,-0.3,3.5,120.55,124.575,270,1087.64,1048.02,1078.19,1060.04,2.56,55.21,138.77,1077.7,23.45,16.91,0,3704,NaN,358.1,101.5,22,0,-0.01,47.9479446,-97.1718903,3.1,0,26,2.5,1.09,0,40.36,266.5,28,27,-1.64,0,NaN,NaN,NaN,NaN
6,81,834.6,754.9,842.7,0,3.5,120.55,124.575,270,1087.89,1048.88,1077.09,1060.23,2.58,55.32,138.75,1084.9,23.44,16.91,0,3704,NaN,358.1,102.5,22,0,-0.01,47.9479446,-97.1718903,3.1,-0.03,26,2.49,1.1,0,40.35,266.5,28,28,-0.06,3.9,NaN,NaN,NaN,NaN
6,82,834.6,754.8,842.6,0.1,3.5,120.55,124.575,270,1088.1,1046.76,1078.54,1060.44,2.56,55.35,138.77,1087,23.44,16.88,0,3704,NaN,358.1,103,22,0,-0.03,47.9479446,-97.1718903,3.1,0.02,26,2.53,1.11,0,40.32,266.5,28,28,0,0,NaN,NaN,NaN,NaN
7,83,834.6,755.5,843.4,-1.1,3.5,120.55,124.575,270,1088.83,1045.33,1079.71,1059.63,2.54,55.38,138.76,1089.7,23.46,16.89,0,3704,NaN,358.1,102.5,22,0,-0.03,47.9479446,-97.1718903,3.1,-0.02,26,2.5,1.13,0,40.35,266.5,28,28,0,0,NaN,NaN,NaN,NaN
7,84,834.6,755.5,843.3,-1.3,3.5,120.55,124.575,270,1084.98,1043.87,1078.98,1058.99,2.55,55.36,138.77,1089.2,23.46,16.91,0,3704,NaN,358.2,100.5,22,0,-0.01,47.9479446,-97.1718903,3.1,-0.03,26,2.48,1.13,0,40.37,266.5,28,28,-9.56,3.9,NaN,NaN,NaN,NaN
9,85,834.6,757.5,845.4,0.7,3.5,120.55,124.575,270,1085.27,1043.87,1077.56,1057.16,2.54,55.35,138.75,1086.3,23.47,16.91,0,3704,NaN,358.1,100.5,22,0,-0.05,47.9479446,-97.1718903,3.1,-0.03,26,2.48,1.13,0,40.38,266.5,28,27,-12.68,0,NaN,NaN,NaN,NaN
9,86,834.6,757.9,845.8,1,3.5,120.55,124.575,270,1086.67,1045.5,1076.24,1057.29,2.56,55.32,138.76,1086.6,23.47,16.93,0,3704,NaN,358.2,100.5,22,0,0,47.9479446,-97.1718903,3.1,0.01,26,2.46,1.13,0,40.4,266.5,28,27,-15.86,3.9,NaN,NaN,NaN,NaN
9,87,834.6,758.1,845.9,1.4,3.5,120.55,124.575,270,1087.77,1047.08,1075.39,1058.04,2.55,55.28,138.74,1080.1,23.47,16.92,0,3704,NaN,358.1,101,22,0,-0.04,47.9479446,-97.1718903,3.1,0.01,26,2.48,1.13,0,40.39,266.5,28,27,-1.98,0,NaN,NaN,NaN,NaN
10,88,834.6,758.3,846.1,1.5,3.4,120.55,124.575,270,1089.68,1047.4,1075.52,1058.45,2.54,55.37,138.71,1087.3,23.5,16.91,0,3704,NaN,358.2,102,22,0,0.01,47.9479446,-97.1718903,3.1,0.02,26,2.5,1.13,0,40.41,266.5,28,28,-11.27,3.9,NaN,NaN,NaN,NaN
10,89,834.6,758.7,846.5,3.8,3.4,120.55,124.575,270,1090.54,1047.07,1075.64,1058.93,2.54,55.42,138.71,1089,23.48,16.91,0,3704,NaN,358.2,101.5,22,0,-0.05,47.9479446,-97.1718903,3.1,0.03,26,2.5,1.13,0,40.39,266.5,28,28,-15.81,3.9,NaN,NaN,NaN,NaN
10,90,834.6,759.1,846.9,4.2,3.4,120.55,124.575,270,1090.62,1046.69,1077.92,1058.65,2.57,55.34,138.72,1084,23.47,16.9,0,3704,NaN,358.2,99.5,22,0,-0.02,47.9479446,-97.1718903,3.1,0,26,2.48,1.14,0,40.37,266.5,28,28,-15.99,0,NaN,NaN,NaN,NaN
9,91,833.6,757.2,845.1,2.4,3.5,120.55,124.575,270,1091.86,1047.83,1078.32,1058.41,2.57,55.25,138.72,1080.1,23.42,16.9,0,3704,NaN,358.2,99.5,21,0,-0.02,47.9479446,-97.1718903,3.1,0.02,26,2.47,1.15,0,40.32,266.5,28,26,-16,0,NaN,NaN,NaN,NaN
8,92,834.6,757.1,845,2.4,3.7,120.55,124.575,270,1092.4,1048.86,1076.31,1059.41,2.57,55.2,138.71,1078.8,23.4,16.88,0,3704,NaN,358.2,100,22,0,-0.03,47.9479446,-97.1718903,3.1,-0.02,26,2.45,1.14,0,40.28,266.5,28,27,-2.54,0,NaN,NaN,NaN,NaN
8,93,834.6,757.1,844.9,1.5,3.5,120.55,124.575,270,1090.59,1049.42,1074.33,1059.16,2.58,55.34,138.7,1088.5,23.37,16.88,0,3704,NaN,358.3,101,22,0,-0.02,47.9479446,-97.1718903,3.1,0.01,26,2.47,1.18,0,40.25,266.5,28,27,-1.53,0,NaN,NaN,NaN,NaN
8,94,834.6,757.1,844.9,1.6,3.5,120.55,124.575,270,1089.98,1049.06,1073.61,1058.04,2.56,55.44,138.71,1090.8,23.35,16.91,0,3704,NaN,358.3,101.5,22,0,-0.01,47.9479446,-97.1718903,3.1,0.02,26,2.47,1.19,0,40.26,266.5,28,27,-3.01,0,NaN,NaN,NaN,NaN
7,95,834.6,755.9,843.7,-1.7,3.4,120.55,124.575,270,1090.74,1047.82,1075.54,1057.99,2.57,55.42,138.7,1088.2,23.35,16.91,0,3704,NaN,358.3,101,22,0,-0.04,47.9479446,-97.1718903,3.1,-0.08,26,2.44,1.18,0,40.26,266.5,28,27,-11.2,0,NaN,NaN,NaN,NaN
6,96,834.6,755.1,842.9,-2.9,3.3,120.55,124.575,270,1088.44,1046.94,1074.98,1059.63,2.58,55.42,138.69,1092.3,23.38,16.9,0,3704,NaN,358.3,99,22,0,-0.01,47.9479446,-97.1718903,3.1,-0.04,26,2.44,1.18,0,40.28,266.5,28,28,-2,-7.9,NaN,NaN,NaN,NaN
8,97,834.6,757.1,845,-0.9,3.3,120.55,124.575,270,1086.72,1046.09,1073.83,1061.81,2.57,55.46,138.66,1091.5,23.41,16.9,0,3704,NaN,358.2,99,21,0,-0.03,47.9479446,-97.1718903,3.1,-0.03,26,2.43,1.16,0,40.31,266.5,28,26,-14.58,0,NaN,NaN,NaN,NaN
8,98,834.6,757.1,844.9,-1.2,3.4,120.55,124.575,270,1088.22,1047.5,1073.8,1063.22,2.56,55.4,138.66,1088.8,23.41,16.92,0,3704,NaN,358.4,99.5,21,0,-0.02,47.9479446,-97.1718903,3.1,-0.04,26,2.46,1.2,0,40.33,266.5,28,26,-2.91,0,NaN,NaN,NaN,NaN
6,99,834.6,754.9,842.7,-3.8,3.4,120.55,124.575,270,1091.63,1049.63,1075.15,1064.28,2.55,55.3,138.64,1084.3,23.43,16.92,0,3704,NaN,358.4,18,13,0,-0.02,47.9479523,-97.1718903,3.1,-0.01,26,2.47,1.2,0,40.35,266.5,28,18,-7.16,0,NaN,NaN,NaN,NaN
6,100,834.6,754.7,842.5,-4.4,3.4,120.55,124.575,270,1093.4,1051.68,1075.42,1064.8,2.54,55.21,138.64,1078.2,23.46,16.94,0,3704,NaN,358.4,18,13,0,-0.03,47.9479523,-97.1718903,3.1,-0.05,26,2.43,1.19,0,40.4,266.5,28,18,-11.07,0,NaN,NaN,NaN,NaN
7,101,833.6,755.7,843.5,-1.6,3.4,120.55,124.575,270,1093.78,1052.14,1074.58,1064.25,2.54,55.17,138.61,1074.6,23.45,16.94,0,3704,NaN,358.4,18,13,0,-0.01,47.9479523,-97.1718903,3.1,0.01,26,2.45,1.2,0,40.39,266.5,28,18,-15.51,0,NaN,NaN,NaN,NaN
7,102,833.6,755.9,843.7,-1.3,3.2,120.55,124.575,270,1095.21,1051.3,1071.39,1064.91,2.54,55.23,138.6,1082.9,23.44,16.94,0,3704,NaN,358.4,18,12,0,-0.03,47.9479523,-97.1718903,3.1,0,26,2.43,1.19,0,40.38,266.5,28,18,-15.98,0,NaN,NaN,NaN,NaN
7,103,833.6,755.5,843.3,-1.6,3.4,120.55,124.575,270,1094.04,1050.72,1071.72,1065.59,2.55,55.3,138.62,1089.3,23.44,16.91,0,3704,NaN,358.3,17.5,12,0,-0.03,47.9479523,-97.1718903,3.1,0.02,26,2.45,1.2,0,40.35,266.5,28,17,-16,0,NaN,NaN,NaN,NaN
7,104,833.6,755.5,843.4,-1.5,3.3,120.55,124.575,270,1090.64,1051.31,1074.63,1064.33,2.58,55.18,138.63,1078.1,23.42,16.9,0,3704,NaN,358.4,17.5,12,0,0,47.9479523,-97.1718903,3.1,0,26,2.45,1.2,0,40.32,266.5,28,17,-16,0,NaN,NaN,NaN,NaN
7,105,834.6,755.6,843.4,-0.3,3.4,120.55,124.575,270,1088.65,1052.01,1074.85,1066.54,2.58,55.24,138.64,1082.5,23.44,16.92,0,3704,NaN,358.3,18,13,0,-0.04,47.9479523,-97.1718903,3.1,0,26,2.47,1.19,0,40.36,266.5,28,17,-2.22,0,NaN,NaN,NaN,NaN
7,106,834.6,755.4,843.3,0.4,3.5,120.55,124.575,270,1089.34,1052.57,1074.29,1067.08,2.58,55.28,138.63,1084.6,23.45,16.9,0,3704,NaN,358.3,18,13,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.48,1.2,0,40.35,266.5,28,18,-0.08,0,NaN,NaN,NaN,NaN
6,107,834.6,754.9,842.7,-2.3,3.4,120.55,124.575,270,1091.93,1053.94,1074.25,1066.39,2.57,55.26,138.62,1083,23.41,16.91,0,3704,NaN,358.3,18,13,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26,2.48,1.19,0,40.32,266.5,28,17,0,0,NaN,NaN,NaN,NaN
6,108,833.6,754.9,842.8,-2.1,3.4,120.55,124.575,270,1093.06,1054.12,1074.88,1065.18,2.56,55.18,138.59,1078.1,23.36,16.91,0,3704,NaN,358.3,18,12,0,-0.03,47.9479523,-97.1718903,3.1,0,26,2.48,1.19,0,40.27,266.5,28,18,-14.14,0,NaN,NaN,NaN,NaN
7,109,833.6,755.6,843.4,0.7,3.4,120.55,124.575,270,1094.91,1054.2,1076.28,1063.81,2.55,55.07,138.57,1076,23.4,16.91,0,3704,NaN,358.3,17.5,12,0,-0.01,47.9479523,-97.1718903,3.1,0.02,26,2.49,1.2,0,40.31,266.5,28,17,-15.94,0,NaN,NaN,NaN,NaN
7,110,833.6,755.6,843.4,0.9,3.3,120.55,124.575,270,1096.65,1053.24,1077.73,1062.98,2.54,55.11,138.55,1079.5,23.42,16.92,0,3704,NaN,358.3,18,12,0,-0.02,47.9479523,-97.1718903,3.1,-0.03,26,2.46,1.21,0,40.34,266.5,28,17,-7.91,0,NaN,NaN,NaN,NaN
7,111,833.6,755.7,843.5,0,3.3,120.55,124.575,270,1093.25,1051.22,1077.24,1061.61,2.55,55.22,138.54,1084.6,23.42,16.92,0,3704,NaN,358.4,18,13,0,-0.01,47.9479523,-97.1718903,3.1,-0.03,26,2.46,1.21,0,40.34,266.5,28,17,-0.36,0,NaN,NaN,NaN,NaN
7,112,834.6,755.8,843.6,-0.1,3.2,120.55,124.575,270,1090.5,1050.62,1077.49,1061.05,2.57,55.21,138.53,1083.9,23.41,16.91,0,3704,NaN,358.4,18,13,0,0,47.9479523,-97.1718903,3.1,-0.01,26,2.47,1.21,0,40.32,266.5,28,18,-0.01,0,NaN,NaN,NaN,NaN
8,113,834.6,756.5,844.3,1,3.3,120.55,124.575,270,1082.9,1050.29,1078.6,1061.45,2.55,55.22,138.51,1084.8,23.39,16.9,0,3704,NaN,358.4,18,13,0,-0.02,47.9479523,-97.1718903,3.1,0.04,26,2.48,1.21,0,40.29,266.5,28,18,0,0,NaN,NaN,NaN,NaN
8,114,833.6,756.7,844.6,1.2,3.4,120.55,124.575,270,1079.99,1051.14,1079.51,1060.98,2.57,55.27,138.53,1086.8,23.38,16.9,0,3704,NaN,358.4,18.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.46,1.2,0,40.28,266.5,28,18,-8.46,0,NaN,NaN,NaN,NaN
8,115,833.6,756.8,844.7,1.3,3.4,120.55,124.575,270,1084.3,1051.39,1080.24,1063.35,2.56,55.26,138.5,1087.4,23.4,16.91,0,3704,NaN,358.4,17.5,12,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.46,1.2,0,40.31,266.5,28,17,-15.56,0,NaN,NaN,NaN,NaN
8,116,833.6,756.9,844.7,1.4,3.3,120.55,124.575,270,1090.35,1051.06,1081.17,1065.32,2.57,55.15,138.51,1080.2,23.4,16.91,0,3704,NaN,358.4,18,12,0,-0.04,47.9479523,-97.1718903,3.1,0,26,2.49,1.19,0,40.31,266.5,28,17,-15.99,0,NaN,NaN,NaN,NaN
8,117,833.6,756.5,844.3,1.6,3.3,120.55,124.575,270,1094.33,1051.69,1081.98,1065.8,2.55,55.06,138.48,1077.1,23.42,16.89,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,-0.01,26,2.49,1.2,0,40.31,266.5,28,16,-16,0,NaN,NaN,NaN,NaN
8,118,833.6,756.6,844.4,1.6,3.2,120.55,124.575,270,1094.08,1053.19,1080.25,1066.58,2.56,55.05,138.48,1074.7,23.41,16.87,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,-0.02,26,2.52,1.2,0,40.28,266.5,28,16,-15.45,0,NaN,NaN,NaN,NaN
8,119,833.6,756.3,844.1,0.7,3.2,120.55,124.575,270,1095.24,1055.77,1079.95,1065.13,2.56,55.14,138.45,1080.1,23.4,16.89,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26,2.53,1.19,0,40.29,266.5,28,16,-6.06,0,NaN,NaN,NaN,NaN
7,120,834.6,755.9,843.7,0.3,3.4,120.55,124.575,270,1098.53,1057.75,1080.27,1062.59,2.56,55.17,138.45,1081.8,23.4,16.89,0,3704,NaN,358.4,15.5,12,0,-0.01,47.9479523,-97.1718903,3.1,0.04,26,2.52,1.19,0,40.29,266.5,28,16,1.01,0,NaN,NaN,NaN,NaN
7,121,833.6,755.5,843.3,-0.2,3.3,120.55,124.575,270,1100.2,1057.09,1082.44,1060.73,2.58,55.26,138.42,1087.8,23.41,16.88,0,3704,NaN,358.4,15.5,11,0,-0.01,47.9479523,-97.1718903,3.1,0.02,26,2.5,1.16,0,40.29,266.5,28,16,-4.74,0,NaN,NaN,NaN,NaN
7,122,833.6,755.5,843.3,-0.3,3.4,120.55,124.575,270,1097.65,1055.38,1082.8,1062.04,2.58,55.24,138.41,1083.9,23.42,16.91,0,3704,NaN,358.4,15.5,12,0,-0.03,47.9479523,-97.1718903,3.1,0.02,26,2.5,1.16,0,40.33,266.5,28,16,-15.41,0,NaN,NaN,NaN,NaN
7,123,833.6,755.5,843.3,-1,3.4,120.55,124.575,270,1096.76,1055.56,1082.99,1063.61,2.56,55.21,138.38,1082.5,23.42,16.91,0,3704,NaN,358.4,15.5,12,0,-0.03,47.9479523,-97.1718903,3.1,0.04,26,2.52,1.15,0,40.33,266.5,28,16,-15.98,0,NaN,NaN,NaN,NaN
7,124,833.6,755.4,843.3,-1.3,3.2,120.55,124.575,270,1098.47,1055.72,1084.83,1063.93,2.58,55.16,138.38,1079.5,23.41,16.92,0,3704,NaN,358.4,15.5,12,0,-0.03,47.9479523,-97.1718903,3.1,-0.04,26,2.48,1.13,0,40.33,266.5,28,16,-16,0,NaN,NaN,NaN,NaN
7,125,833.6,755.8,843.6,-1.1,3.2,120.55,124.575,270,1097.38,1054.86,1086.78,1064.24,2.55,55.17,138.39,1083.9,23.39,16.9,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.05,26,2.53,1.13,0,40.29,266.5,28,16,-16,0,NaN,NaN,NaN,NaN
7,126,833.6,756,843.8,-0.9,3.2,120.55,124.575,270,1097.76,1054.07,1085.46,1062.88,2.56,55.26,138.39,1087.4,23.39,16.91,0,3704,NaN,358.4,15.5,12,0,-0.01,47.9479523,-97.1718903,3.1,-0.01,26,2.53,1.13,0,40.3,266.5,28,16,-15.05,0,NaN,NaN,NaN,NaN
8,127,833.6,756.6,844.4,0.1,3.3,120.55,124.575,270,1096.05,1053.11,1083.26,1062.78,2.56,55.3,138.39,1087.2,23.39,16.91,0,3704,NaN,358.4,15,11,0,-0.02,47.9479523,-97.1718903,3.1,-0.02,26,2.52,1.13,0,40.3,266.5,28,16,-5.24,0,NaN,NaN,NaN,NaN
8,128,833.6,756.6,844.4,0,3.3,120.55,124.575,270,1094.1,1052.76,1083.07,1064.1,2.54,55.31,138.35,1087.6,23.4,16.89,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,-0.02,26,2.5,1.13,0,40.29,266.5,28,16,-1.65,0,NaN,NaN,NaN,NaN
8,129,833.6,756.6,844.4,0.3,3.3,120.55,124.575,270,1085.77,1051.75,1085.6,1063.62,2.51,55.29,138.35,1086.6,23.39,16.9,0,3704,NaN,358.4,15.5,12,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.52,1.12,0,40.29,266.5,28,16,-13.55,0,NaN,NaN,NaN,NaN
8,130,833.6,756.6,844.4,0.7,3.2,120.55,124.575,270,1083.38,1053.12,1085.92,1062.52,2.52,55.22,138.35,1079.7,23.37,16.91,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.55,1.11,0,40.28,266.5,28,16,-15.9,0,NaN,NaN,NaN,NaN
8,131,833.6,756.6,844.5,1.2,3.2,120.55,124.575,270,1086.07,1053.8,1085.52,1063.48,2.53,55.22,138.35,1081.4,23.35,16.89,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.55,1.11,0,40.24,266.5,28,16,-16,0,NaN,NaN,NaN,NaN
8,132,833.6,756.6,844.4,1.1,3.2,120.55,124.575,270,1087.05,1054.51,1086.23,1062.63,2.54,55.3,138.35,1085,23.36,16.91,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.56,1.12,0,40.27,266.5,28,16,-4.6,0,NaN,NaN,NaN,NaN
7,133,833.6,756.1,843.9,0.6,3.1,120.55,124.575,270,1085.98,1055.56,1085.84,1063.56,2.57,55.3,138.36,1087,23.35,16.92,0,3704,NaN,358.4,15,11,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.56,1.13,0,40.27,266.5,28,16,-0.18,0,NaN,NaN,NaN,NaN
7,134,833.6,756.2,844,0.7,3.2,120.55,124.575,270,1086.15,1055.81,1085.71,1066.87,2.59,55.31,138.38,1085.9,23.35,16.92,0,3704,NaN,358.4,16,12,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.56,1.12,0,40.27,266.5,28,16,0,0,NaN,NaN,NaN,NaN
7,135,833.6,756.1,843.9,0.3,3.2,120.55,124.575,270,1087.69,1054.99,1084.02,1067.04,2.6,55.28,138.37,1083.4,23.36,16.92,0,3704,NaN,358.4,16,12,0,-0.01,47.9479523,-97.1718903,3.1,0.02,26,2.56,1.12,0,40.28,266.5,28,16,0,0,NaN,NaN,NaN,NaN
7,136,833.6,756,843.8,0,3.2,120.55,124.575,270,1090.57,1055.04,1082.49,1064.82,2.56,55.32,138.36,1087,23.37,16.94,0,3704,NaN,358.4,16,12,0,-0.03,47.9479523,-97.1718903,3.1,0.01,26,2.55,1.11,0,40.31,266.5,28,16,-7.06,0,NaN,NaN,NaN,NaN
7,137,833.6,756.2,844,-0.4,3.4,120.55,124.575,270,1094.4,1054.19,1080.82,1065.14,2.56,55.33,138.36,1086.9,23.39,16.95,0,3704,NaN,358.4,16,12,0,-0.01,47.9479523,-97.1718903,3.1,0.01,26,2.56,1.1,0,40.34,266.5,28,16,-15.58,0,NaN,NaN,NaN,NaN
7,138,833.6,756,843.8,-0.6,3.2,120.55,124.575,270,1095.88,1054.07,1080.93,1064.8,2.53,55.28,138.36,1083.5,23.4,16.94,0,3704,NaN,358.4,16,12,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.56,1.09,0,40.34,266.5,28,16,-15.99,0,NaN,NaN,NaN,NaN
8,139,833.6,756.7,844.6,0.2,3.2,120.55,124.575,270,1095.96,1053.97,1083.46,1064.3,2.52,55.03,138.41,1076.9,23.41,16.94,0,3704,NaN,358.4,15.5,11,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26,2.55,1.09,0,40.35,266.5,28,16,-14.07,0,NaN,NaN,NaN,NaN
8,140,833.6,756.8,844.6,0.2,3.1,120.55,124.575,270,1092.27,1054.02,1083.76,1064.73,2.52,55.15,138.41,1080.5,23.37,16.96,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26,2.56,1.1,0,40.33,266.5,28,16,-13.3,0,NaN,NaN,NaN,NaN
8,141,833.6,756.8,844.7,0.2,3.1,120.55,124.575,270,1090.92,1053.38,1082.09,1064.7,2.53,55.24,138.4,1086,23.34,16.97,0,3704,NaN,358.4,16,12,0,-0.02,47.9479523,-97.1718979,3.1,0.01,26,2.56,1.1,0,40.31,266.5,28,16,-3.37,0,NaN,NaN,NaN,NaN
8,142,833.6,756.6,844.4,0,3.2,120.55,124.575,270,1091.72,1052.92,1080.96,1064.64,2.5,55.22,138.41,1080.7,23.33,16.96,0,3704,NaN,358.4,16,12,0,-0.03,47.9479523,-97.1718979,3.1,0,26,2.54,1.1,0,40.29,266.5,28,17,-0.13,0,NaN,NaN,NaN,NaN
8,143,833.6,756.5,844.3,0.4,3.2,120.55,124.575,270,1090.62,1052.74,1081.74,1065.04,2.52,55.31,138.4,1088.4,23.35,16.96,0,3704,NaN,358.4,16,12,0,-0.02,47.9479523,-97.1718979,3.1,0.01,26,2.54,1.1,0,40.31,266.5,28,17,-14.42,0,NaN,NaN,NaN,NaN
8,144,833.6,756.5,844.3,0.3,3.1,120.55,124.575,270,1092.45,1054,1082.3,1068.59,2.53,55.22,138.43,1081.8,23.35,16.96,0,3704,NaN,358.4,16,12,0,-0.02,47.9479523,-97.1718979,3.1,0.01,26,2.52,1.11,0,40.31,266.5,28,17,-2.12,0,NaN,NaN,NaN,NaN
8,145,833.6,756.5,844.3,0.4,3.2,120.55,124.575,270,1094.35,1055.76,1081.35,1066.74,2.54,55.09,138.42,1078.8,23.35,16.94,0,3704,NaN,358.4,15.5,11,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.52,1.11,0,40.29,266.5,28,16,-4.87,0,NaN,NaN,NaN,NaN
8,146,833.6,756.5,844.3,0.5,3.1,120.55,124.575,270,1093.35,1054.6,1080.34,1065.15,2.55,55.13,138.42,1080.5,23.31,16.94,0,3704,NaN,358.5,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0.01,26,2.53,1.13,0,40.25,266.5,28,16,-15.41,0,NaN,NaN,NaN,NaN
8,147,832.6,756.5,844.3,0.3,3.1,120.55,124.575,270,1092.57,1053.25,1081.24,1064.6,2.51,55.2,138.42,1084.1,23.28,16.95,0,3704,NaN,358.5,15.5,12,0,-0.01,47.9479561,-97.1718903,3.1,-0.02,26,2.5,1.12,0,40.23,266.5,28,16,-16.4,0,NaN,NaN,NaN,NaN
8,148,833.6,756.5,844.3,0.5,3.1,120.55,124.575,270,1092.73,1052.9,1082,1063.96,2.54,55.19,138.41,1085.2,23.27,16.94,0,3704,NaN,358.4,15.5,12,0,-0.03,47.9479561,-97.1718903,3.1,0,26,2.5,1.12,0,40.21,266.5,28,16,-6.97,0,NaN,NaN,NaN,NaN
8,149,833.6,756.6,844.5,-0.1,3.1,120.55,124.575,270,1093.15,1052.58,1082.68,1062.3,2.54,55.22,138.42,1082.9,23.26,16.94,0,3704,NaN,358.4,16,12,0,-0.01,47.9479523,-97.1718903,3.1,0.02,26,2.53,1.13,0,40.2,266.5,28,16,-0.3,0,NaN,NaN,NaN,NaN
8,150,833.6,757,844.9,0.3,3.1,120.55,124.575,270,1092.49,1054.37,1083.1,1064.08,2.51,55.29,138.41,1088.1,23.3,16.93,0,3704,NaN,358.4,16,11,0,-0.02,47.9479523,-97.1718903,3.1,0.02,26,2.53,1.12,0,40.23,266.5,28,17,-0.01,0,NaN,NaN,NaN,NaN
7,151,833.6,756,843.8,-0.9,3.1,120.55,124.575,270,1094.61,1055.57,1086.1,1064.66,2.52,55.23,138.38,1087.1,23.32,16.93,0,3704,NaN,358.4,15.5,11,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.5,1.13,0,40.25,266.5,28,16,-10.7,0,NaN,NaN,NaN,NaN
7,152,833.6,755.9,843.7,-0.7,3.2,120.55,124.575,270,1096.16,1056.06,1086.58,1064.91,2.52,55.32,138.37,1091.8,23.31,16.94,0,3704,NaN,358.4,15.5,11,0,-0.02,47.9479523,-97.1718903,3.1,0,26,2.5,1.13,0,40.25,266.5,28,16,-14.47,0,NaN,NaN,NaN,NaN
7,153,833.6,755.8,843.6,-0.7,3.1,120.55,124.575,270,1094.66,1055.42,1085.45,1066.16,2.52,55.39,138.35,1092.4,23.31,16.95,0,3704,NaN,358.4,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0,26,2.5,1.13,0,40.26,266.5,28,16,-15.93,0,NaN,NaN,NaN,NaN
7,154,833.6,755.6,843.5,-0.8,3,120.55,124.575,270,1097.51,1056.06,1086.02,1065.56,2.55,55.34,138.35,1090.4,23.33,16.96,0,3704,NaN,358.3,15.5,12,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.49,1.12,0,40.29,266.5,28,16,-16,0,NaN,NaN,NaN,NaN
7,155,833.6,755.4,843.2,-1.1,3.1,120.55,124.575,270,1098.54,1056.65,1086.36,1065.3,2.54,55.37,138.39,1090.3,23.36,16.97,0,3704,NaN,358.3,15.5,12,0,-0.02,47.9479523,-97.1718903,3.1,0,26,2.49,1.1,0,40.33,266.5,28,16,-16,0,NaN,NaN,NaN,NaN
6,156,833.6,754.8,842.6,-1.7,3.1,120.55,124.575,270,1097.36,1059.34,1085.98,1064.42,2.55,55.25,138.41,1084.6,23.36,16.96,0,3704,NaN,358.3,15.5,11,0,-0.02,47.9479523,-97.1718903,3.1,-0.01,26,2.49,1.1,0,40.32,266.5,28,16,-6.95,3.9,NaN,NaN,NaN,NaN
7,157,833.6,755.8,843.6,-0.7,3.1,120.55,124.575,270,1094.62,1061.56,1085.03,1065.08,2.56,55.27,138.42,1086.3,23.35,16.95,0,3704,NaN,358.3,15,11,0,-0.03,47.9479523,-97.1718903,3.1,-0.02,26,2.49,1.09,0,40.3,266.5,28,16,-0.3,0,NaN,NaN,NaN,NaN
7,158,833.6,755.8,843.6,-0.7,3.1,120.55,124.575,270,1095.31,1061.71,1082.13,1065.22,2.54,55.29,138.44,1086.5,23.34,16.95,0,3704,NaN,358.3,15.5,11,0,-0.01,47.9479523,-97.1718903,3.1,0,26,2.49,1.11,0,40.29,266.5,28,16,-0.01,0,NaN,NaN,NaN,NaN
